,Cycle,A4,A5,A6,A7,A8,A9,A10,A11,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6
,18,1597.79197769108,1304.61506049772,1521.26417085424,1029.06655370329,969.103376809783,1149.54987437184,464.443539174488,604.848584941764,28.7733855794777,24.709816825371,13.5249924726891,-0.743232763788455,1.3584397337986,-2.56108733888505,-1.6088902680799,-4.12528516632256,-2.24266013928218,-3.93445704939677,-2.64036595298376,-3.73482390833897,3.4030006948592,-0.346982082970499,-2.82101059011393,-3.24706771613774,-0.792794772515208,-2.81517464094395,4.45296833633984,-3.6340695899562,-1.55783413612517,-4.56917229494184,-1.41232703807327,-8.70971816392921,-2.61966794309092,-1.09673472090071,-0.121322878439514,-0.00976607897700887,-4.90198197157179,-2.37489636811324,-2.54246108643974,4.4587197620358,-3.37019436295122,-1.06658706328517,3.66772879822793,2.97530456541426,0.421122012251999,-0.0986575001857091,-3.34639150073008,0.700153303533625,-3.62442593554215,-0.0426255070265142,1.30518529427081,-0.0992149511689604,-0.308742330701989,-2.19343046557833,3.17712195782724,-4.76731695664785,0.581422523052424,-2.88541512015627,-1.36003189817347,-0.482508174769009,-3.09479490302647,-1.38032949378248
,19,1644.66522820101,1340.36853535681,1556.46192082703,1089.31321729207,1104.13450252607,1256.85479416869,638.909238497172,813.540997346749,50.9893843027321,53.5618369480108,23.595473231253,4.10795908570026,-2.09548211913398,-1.51062015271555,0.909002913918812,2.96331467592745,0.767484791594143,2.93910458428172,0.693884621078723,-6.8049657327133,-3.07380456770079,-2.56578987284092,-0.853355756110432,-1.47983701731482,-3.497785628364,0.43750255912164,-1.9839133767191,3.21307107619987,-4.40967287917829,-3.32163083611249,-0.801603002184038,2.30960000002733,-1.27792938398488,-2.26923519652428,3.93238781604487,3.3366120286455,-1.63744333622162,-4.47399336531498,4.41565370878152,-1.27570142212971,-2.1330983848502,0.00097919095924226,-4.91313241580656,-3.58518767896976,2.34782179997774,0.811908164865145,0.93040767100274,0.455194271292839,3.64519753142349,4.7289353844476,1.85901466045152,-0.603909122509322,-1.86007340102697,-1.18255923731567,0.626216455732902,-2.92428636553632,-2.0343968607267,1.58935608988759,2.29100040152389,0.369528668077692,0.182927762248255,-1.52834832930739
,20,1685.72615872067,1364.82199489854,1588.19741556114,1129.66540965026,1198.17757626895,1331.05303553427,799.834627490562,1004.79812291515,91.7053346068669,95.5062135569042,71.595680747761,4.14201434790266,3.745743578982,3.02034140956084,-4.4093777495259,-0.291681135174713,-1.4475247872183,2.43655059478533,3.1753118074148,-0.369251173521207,-0.108297807457802,-0.462921936318253,-0.198913675909807,1.52391572790339,1.13802281982589,-1.50693480396694,0.0612583375036593,5.71495764940073,1.67994972196311,1.23470104237549,2.6329040397809,-2.05662872554331,0.669643777333022,-0.488349848629696,2.05502363586584,4.04387568310722,-0.0919534305198795,-3.73493596992103,5.26950570478675,4.77974170109383,2.53261938288233,1.66049849402452,5.34603306012832,4.58558502035294,-2.98487286951968,2.68130312685071,1.93866440688043,-0.470827002890474,4.29974657950106,4.09293516909656,-1.81230857610899,2.96361898370424,3.61419839384598,1.96955756725129,3.44665691419186,6.44102307557387,-0.0542672197311731,1.07553926686978,8.58360768978491,-0.786876254694107,5.41723354078476,-3.40711057132285
,21,1721.95291311548,1380.61207768871,1613.22983836992,1155.48957997703,1258.79652758822,1377.69146442564,926.836939236661,1151.56811755862,166.004477075611,176.362456448384,133.800976379273,8.20734860340372,1.96044908118347,4.54507818143929,4.62105165538742,-0.619377431957219,0.643765110888125,-1.53335641849617,9.07001358762955,0.487128437183401,-0.505641159153583,1.44214561694525,3.63373234565097,1.24496161991692,7.4000817096894,4.14981398962345,4.25982338671793,4.37045499641363,3.10883989342392,3.83543996913295,2.39178302386426,0.88991041273357,-2.6091466362609,1.59605677702439,5.59816946589126,4.72629249139527,-2.86469923176219,-3.86210783914566,13.1087318268319,10.4035317711955,1.28941609553931,5.87924295290532,8.38451016097315,3.85412249035107,0.899881601561447,0.179845531174124,8.35695650212483,-0.215648697733741,6.10991757115335,14.091141519245,3.49533632395423,5.09953027659913,8.61540572530839,7.14328198347948,6.94965485281409,7.93012587638395,7.00777325322952,6.74712556173472,5.80321858041498,2.42805857325857,6.52988601298148,5.80751321329808
,22,1752.32020170758,1394.91411370562,1637.8598439266,1176.07106969053,1299.4425169106,1410.19049917404,1016.37492662866,1255.46456625068,285.296293304687,295.817950722776,240.395576020519,23.2091924150582,7.39584054858551,13.395491729565,7.9296331622304,-3.36135467938175,4.69283818018903,5.86854803757797,7.98155106621925,-4.94323981496336,3.07765377481655,1.30127928303318,10.3030868972301,5.4041269949048,9.14856723529419,10.4253265156372,0.0572556110082587,6.65118704088445,2.70102374427734,7.1728436235544,9.8963216952925,-0.58627054275621,3.38360806532546,6.38563233603736,8.60493737942625,9.37423669421378,6.4417989044091,2.82462071060581,16.7476600985156,20.1100505796417,7.57067594251566,11.556912473498,11.9888994200355,0.971712379674955,2.5409002939964,3.95542231534591,8.90632552112038,9.35031964988048,7.50114601447513,14.7835233453811,7.9911108399242,10.3215944623198,14.1299203849098,17.8318358117135,14.4191882884897,9.02731138288482,12.1919531962526,13.9802035720827,19.8427123299111,9.74103863175151,15.3375396804881,10.4544786071474
,23,1778.52932088134,1409.18058814647,1656.77787532779,1188.02187902771,1326.94185151396,1431.59102107697,1079.70750372253,1325.21731240093,454.828665238201,477.667586453732,398.509017915052,39.6148925011612,28.7685494666189,26.9982395172187,6.24717421216883,0.905669927187319,6.99484106646969,3.85520784775281,22.1207857867998,-4.82227729524811,4.78181965127123,1.09314753240142,17.5750771209741,5.6771636964304,20.452350365802,13.6663312529786,8.56212568471847,18.3566450963581,6.28306608166031,6.04485084624912,17.1514012364391,-7.53876620371511,1.02488161269548,12.210711352594,19.2126326541925,11.7498952806641,9.3005204109586,6.70047374306296,30.9795985164424,38.3494726518111,14.0872444462898,27.0015688801218,23.9023365843573,4.37725214470493,8.23655560118459,7.97821358802821,21.1007864136118,17.3910921988627,20.6008062559326,27.301986976428,15.9907462166866,14.4411154422614,39.756217439543,28.2838165773851,30.2893480188991,18.2091985192865,30.1364359203717,25.4676640007597,28.602714532014,23.5643669665556,26.3492313816359,21.5068014040462
,24,1796.98738935718,1425.33218169662,1675.74385796764,1197.23290682957,1344.58089698115,1445.56452115876,1123.19344330925,1374.99207460058,632.2428186261,670.063947028754,569.357335459335,73.6896053566174,58.6741796966421,57.5099829981177,16.2222800535314,2.38861924336061,17.2775516766801,16.3743559318782,46.906129157207,-9.24438316550822,20.7819038694233,1.97337049823727,38.5120654660341,20.1528161248789,38.8191744825162,30.3762413594204,14.2948317993569,28.9982712910341,15.7847313426191,16.7451452171358,27.6869654637103,-0.628196675126674,13.7881233475196,25.8729839906327,41.5806467205775,22.5912400671973,20.0612416374261,12.7294520511605,57.1447896046861,75.3615880117195,29.2283296636142,57.9233302339185,48.9562923150174,14.4624377857635,20.8364270724601,18.1839270956007,43.3374504500366,39.1360639382328,33.6874963648129,45.8847209519204,32.2477695279836,34.2988863952983,67.9813663858117,64.137739039345,51.5804327635683,30.5936079594853,59.817596340491,41.928826543266,51.8820034947917,39.9466397256274,53.6002414662462,49.2057466200099
,25,1803.86162563386,1437.49309243889,1691.07294018078,1201.29308205193,1355.39744842109,1455.17471606788,1152.70586374141,1408.92947761371,804.799872874116,855.475877297093,741.142174265707,133.380694683585,108.483361277013,108.462161107432,29.5592525318948,10.0433376744413,35.1366014368464,26.6755516935314,78.3487479269184,-5.42051061285156,34.7345885687414,6.32098046891588,75.9006208407195,37.2172042421553,67.0322039835423,56.3564923398435,26.7379214439052,61.0130955905679,27.2702607043238,40.0096906846829,54.9893042201224,10.6946527818141,24.7543708800317,44.3416932985797,74.4803413039654,41.469099766563,32.8316596965628,28.9066832020253,100.417810738164,130.151440341378,54.9507751768133,94.4120379582077,86.3128923148233,28.1998784139555,39.9503494753217,37.8568181301116,74.3175807768539,65.413441678952,65.8505259220569,81.9438585860771,58.7980063267482,60.3552462533598,121.059272289719,111.375468850691,96.6485504015996,71.5862730169424,114.167813414701,78.24071531043,89.7349773533451,76.4431942126776,87.7830718085397,87.2108008196992
,26,1803.34511978907,1446.59970515781,1706.84037524747,1203.94045267305,1360.55630156004,1460.06808143799,1168.8847295192,1428.69718996681,945.774309065365,1010.26805211727,889.366114564225,224.960275108248,192.139062872119,187.340001946384,55.5130637424422,15.0974195394174,61.4499124056301,48.5829041798038,127.882793868923,-0.232010292930681,66.6873517411873,12.4149339711053,137.079057039899,69.5494921396589,118.273875149349,101.898031961265,57.3913133679284,108.231266589586,41.7488606437464,65.8746291218031,91.2455206704549,12.3939776808206,45.738525754341,80.1257312307121,135.48839601532,69.2750159275506,66.8446696544002,49.1151933461888,160.206189487671,207.875906074812,95.1691630631594,170.143172457796,148.877348546699,49.9711326380739,74.8566349898847,56.2167238619527,136.138006328009,124.58999252493,107.912831310449,133.08600623335,103.977531438492,104.555162941373,196.561213268199,188.559251020679,172.109720032856,114.640495517162,188.657130101696,136.87189264379,150.943743017957,135.074391095346,149.904475496618,149.923851169626
,27,1800.08975636244,1453.34432991721,1719.3085113942,1204.40891444366,1364.19722661224,1461.69735339778,1177.869991432,1440.27780271993,1046.46660236564,1118.75623148662,996.835019142634,378.507088700102,323.725548717537,303.72610585568,86.3239461867429,25.5218305291901,115.518124935745,79.3252592528147,217.629267973098,-6.97657324237434,131.802859465552,27.0016369338268,239.269892409403,134.191449537141,203.649266640069,178.895435241132,94.9752701984921,182.324468479573,74.4898925203006,117.668469523072,148.42814072211,29.5188093156808,88.305333284778,144.557939203746,231.37849959515,121.394545454913,118.21393245365,83.9889454526192,268.32144044707,337.315041084991,170.649610406508,273.943448043843,243.697639445178,89.6116539981163,131.872716053892,102.185860429522,227.642374370335,216.614317608104,181.036373976893,227.947641301148,169.598459458125,166.767825122132,334.4717131407,304.498510500282,270.518657280566,195.426359106752,310.667993091035,225.160704042962,244.054153992944,226.52729738638,238.702135306283,245.170192635087
,28,1798.14674923149,1459.61531661635,1726.02146339962,1203.81312204846,1365.7019693869,1461.12928454046,1184.09777651635,1446.16847028659,1111.66294846111,1189.26766049155,1070.49284328648,546.687709501465,494.401729801505,466.124263185631,152.019140761318,46.9368657791701,191.708169493865,127.634883193305,373.137942059589,3.84461030774037,222.717093485051,43.0487605561502,398.396376956034,223.016849664653,354.532948958686,301.54204095973,165.920863954508,293.782399959406,128.499661693031,193.777273476267,250.905737925008,77.1826728104611,149.135890976796,234.275865286711,383.879209709818,207.098370567952,192.926447442024,141.785715650129,426.176182357504,484.954390808129,279.031823825582,428.966472935558,392.244848825609,136.814470581432,229.390532210818,167.27160788715,365.97167793309,349.75334475697,294.55938380401,368.606232909792,276.877744546437,274.787525866541,496.236869703417,475.754091186211,423.652944506608,327.387046837326,441.95598214678,352.91896471722,376.857962196724,363.948318041393,377.341831280988,365.198978678664
,29,1800.16429690096,1467.8951627087,1728.45474914885,1202.37749001284,1365.74066703851,1459.45398825042,1188.04996400595,1451.00014253368,1153.30253561236,1233.9900119412,1117.35983974028,720.229321560598,665.098937897737,625.095263072397,245.596739693483,91.1005783402948,344.191018934782,211.50752904299,557.979629977522,23.7763028384888,382.085521632872,83.0125598844502,580.125214878959,397.43913541518,534.784479782855,497.706986257066,278.007971430566,461.336076092007,217.376946401608,336.301314513956,406.858124819483,113.619284693903,251.186435196588,376.300773257136,550.160347298823,329.734787487776,323.14035213204,230.404803883609,601.872581339754,647.358775872444,441.528095364185,591.025944492032,557.469652741319,230.345280813762,373.609600242702,275.140198669997,516.973849107681,504.125065193305,445.613383074511,534.690215748592,426.091704243246,428.02779320476,680.391064639071,658.128620606335,583.906818662648,475.854420220582,571.511269076757,488.649905725302,514.711290818262,512.781686416306,523.420403392152,481.84015987477
