,Temperature,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,J1,J2,J3
,80,130.430378605833,132.951051578234,129.59468084804,110.42122613883,144.319986592512,138.657337577788,134.401518687367,137.465570284686,138.893345086141,141.492194124763,142.923046512896,139.158166608576,1.51737223742509,91.7211990237546,95.0676715746847,117.383023003837,100.767093606285,114.183603624041,105.554892968845,107.234187460233,110.028318098215,116.270587622271,109.703946929169,109.226383759534,108.904513066712,111.941099137817,126.005645576761,116.000685207828,101.291078955285,108.420696722179,97.0885893701358,110.897181497827,106.853051370155,112.792414738959,106.998608594663,113.187303956824,140.030473626137,104.252297847247,105.719464980402,81.3893590294115,99.2856655059246,103.299463787124,118.199294794684,103.210971797235,108.813580505194,114.777531725936,121.12538973018,118.009428634502,123.910138902896,114.381776541443,109.853043532128,117.610063170559,105.485453520307,103.240098176276,113.767911737698,112.390935892401,113.921556792556,127.716334167541,124.724098710591,117.052103452294,10.8389351197592,7.53228157377964,9.86982911249225
,80.5,130.718137955948,133.369472726239,129.984693556501,110.921913563967,144.613734833411,138.891251205117,134.298357132333,137.92302461484,139.232626200969,141.315900742835,142.668953086915,138.963070099461,1.92532823766362,93.7583294654265,96.6348299148713,117.907246261253,102.342346597056,115.105977646354,107.7446296563,108.556563576053,112.183340255843,121.176388437842,113.012127585263,112.114845713527,111.159247390939,113.534516979829,126.747877016012,117.971182254713,103.82326970242,110.464080903605,99.2355388174657,113.415797214252,108.758745710986,115.348325797423,108.935480977596,115.70651500613,143.297917230122,106.458598040846,108.286651392603,82.7883903565654,101.679240746286,105.758471954898,120.311925897547,105.736508542174,112.191374818511,117.108812888943,122.816039492582,119.961890610495,126.258936748986,117.387152856418,112.897172066332,120.31891803461,108.658146071089,107.643187124672,115.797132153251,115.053340166222,115.417790311453,130.447035409888,126.816600679633,119.806840381943,9.99816977073192,7.23612509738552,8.89857295685027
,81,131.561110389836,134.290833767837,130.724683990751,112.114613023532,146.023940547514,139.568534212866,135.565163568515,138.451693233802,140.000476978045,141.368865350151,143.591522384739,139.340850566745,2.36901027215583,95.6879434359887,98.2256502365004,119.169077093913,104.171690245466,115.687614661825,109.339034966756,110.102030644736,115.426920539118,127.896343826573,116.504470466326,113.868012193175,112.789163929344,116.13822169681,127.37806262733,120.761729524021,106.469951100955,111.878981992595,101.33414733177,116.06177334802,111.364553593218,117.355084095423,110.635487873378,117.420406586969,146.872528744686,108.266511974234,111.279672108455,84.4786102364186,104.098121640129,108.118540912369,122.702295847242,108.290733097296,115.711278543938,120.215640617076,124.992922838099,122.011005315204,129.063791437043,120.175657685796,116.471297842619,123.914075353459,111.766680749963,111.236004170528,117.658083401047,117.723370283384,116.979390407216,133.177906941741,128.386336605572,122.500210579811,8.70264907552757,6.69053188718226,8.40090503783347
,81.5,133.286169644916,136.592952510598,132.916075840461,114.075033864174,148.447092449294,141.257965935871,137.347804208753,140.061976233414,142.066653680421,142.046672483526,145.060211348498,140.463802212439,2.45503978183513,97.189728417064,99.7050343582046,120.473871764159,106.772838925818,116.639924863553,111.457115011229,111.567333132466,119.142326615755,136.669779255175,119.923132819292,116.685150998768,115.144587033332,118.749246190756,128.383998169261,123.914889700747,110.847618431239,113.892376485399,103.916164346632,118.924184231628,114.040173102223,119.115896225957,112.211629472611,119.605373058673,150.315637164174,110.134606581289,115.135515596159,86.0693422283555,105.57757628814,111.520966650322,125.378988112093,110.2639541865,119.641841779551,122.921557112097,127.27250408963,124.020842245398,131.879480348537,122.169937914534,119.728768043051,127.442282622491,115.343176622372,114.588621742164,120.103775859447,120.489228958668,118.966975886876,136.608712504203,129.413530717899,125.654740773914,7.88220341629835,6.13887452828214,7.62160277111036
,82,137.035991570639,141.077487388817,137.936542504416,118.011683106963,153.860489165265,145.957674882296,141.010439654147,145.066616555003,146.675211079097,144.635031506273,148.298579431232,143.648646172022,2.83211489283303,98.5459241378877,101.398479152916,121.713070914696,109.685856854269,118.426815474856,113.977642569206,112.029851101898,122.752397218398,146.215346227793,124.058361206089,120.190636428799,118.626365142511,121.060748490689,129.262702606037,126.379305334776,116.689473070011,117.228036141518,106.746969029022,121.552950643896,116.452015262984,121.078804954523,114.467316529082,122.654659784904,153.525840461346,112.350737022561,120.324192366667,87.3542738501768,106.753472757914,115.495866648175,128.629704554506,112.224061667378,123.623883343978,124.65884017343,129.347491900037,126.45775026959,134.729670392253,123.987713426211,123.052831622537,130.931963021902,119.540200392818,118.722076521284,122.761471963129,123.599376076619,121.045250732919,141.401842765613,131.232703055169,129.170313477666,7.90894451202246,6.25463257708338,6.53664438684615
,82.5,146.275850996295,151.769377295933,149.501208078645,127.22922616667,167.327469960895,157.562609192236,152.073216319551,157.661581210576,157.856816332059,152.25235245152,158.78548353772,152.391879406118,3.20896997406669,100.44253267929,104.229331421498,123.842685537336,113.319938953865,120.161092588243,116.647134050862,113.441114933206,127.087224761071,155.022411245463,128.428725830043,123.007253709699,122.194606397802,124.375885777577,130.929033746651,129.139937980214,122.958170433355,122.242445156086,109.970499683225,125.104470745773,119.632229150445,123.041128170722,117.672710308311,126.209693237091,157.36632627253,115.37477378656,127.160092408873,89.2139094495434,108.735022467204,120.149911059212,133.544342316979,114.690139435513,127.883952179204,127.110664635678,131.832994690397,129.855759526526,137.789030812426,126.977072657645,127.002576181784,135.632574740579,125.327037150973,123.834029733137,125.809463741776,127.576418482469,123.754582191724,147.086003222763,134.010758580194,133.2019295621,7.39399465772692,6.45898056274029,5.94482157653732
,83,170.69704888793,179.889108395019,179.477486790937,151.135516165136,200.694307787952,187.899208153438,180.000469753575,188.975775164974,187.485865580937,173.245723618383,186.951411652723,174.424402363258,3.33243588834,104.157059501773,109.199289409458,127.288168806109,118.857715519737,122.283769314259,122.10888842407,117.990786529601,133.581230345269,163.987096202418,134.123938752897,127.638902368681,127.911656493683,129.503763665859,134.541285300869,133.117146596296,130.906013030376,130.167405800955,114.852537235949,130.310547717175,125.302127878141,125.760131320881,123.174045835316,131.365031989359,162.984209623938,120.859619776051,136.196125951516,92.3628938866776,111.279907064981,127.257615590847,141.27223182286,119.041217411059,133.941103641986,130.880235060015,135.930954759002,135.587495502659,141.302294132426,132.251405472507,132.19482399514,141.797476826371,133.017231802174,130.715551925946,130.899635336007,134.60217653174,128.331579370979,154.966251942527,137.403937175159,138.903986269826,6.70913688307621,5.94824603581856,5.45104975999499
,83.5,222.35667359335,237.488023373978,240.109370445803,202.639135566983,267.590612376644,250.618925211807,236.999212774607,252.776272362385,249.916385016352,221.057029348755,247.040928625081,222.716469113915,3.24548686432433,110.711370420632,117.736050713573,132.210698973647,127.449401688569,126.73621420165,133.526810211989,127.06808107262,143.537422377359,174.029694821063,143.67917800609,137.087294720728,138.309945755824,135.868293082464,140.143614551596,138.682091026926,141.614448949474,142.402632837993,123.960485322444,137.610901113644,134.597730092299,130.731454527567,132.406901855849,140.032375673956,171.039735780082,131.015322417087,149.261744468015,97.5074784008041,115.585255640686,137.254161074955,152.918115563772,128.555084049588,143.575645478059,136.142185167138,143.483073978265,147.085574387338,146.67675841746,143.412061616096,140.438279593155,150.716648952844,142.856831857866,142.378814702996,141.951507138524,147.913100011551,135.933847510103,167.567928375067,144.028775201433,148.557704535233,6.90278226958219,5.62433254358109,4.83333972261033
,84,308.786718993776,331.120356238107,337.173833035253,289.981688618577,376.496570631128,352.018947072256,334.132479556104,357.766324249297,354.680213065554,309.52987651493,352.672848424713,311.444288041444,3.08469901706803,123.10206269852,133.387010938804,141.031936295485,141.540645560122,134.15894842043,154.703055233257,147.045503155075,159.130500872424,187.779589355471,158.825091180827,153.919563542056,156.962227143148,146.023332694253,149.461834006606,149.428744001871,157.406129486246,161.349508840009,142.333238268263,149.324787234503,149.594245119816,140.245750263499,147.648909053282,153.883492820465,183.106183233334,148.996745469364,168.437840581638,107.494505888304,125.095070640576,152.071810828285,170.828408123962,149.459823369328,160.301256852689,146.961087928134,157.927418114561,171.644912719581,157.990392596083,168.980602794014,156.892101527875,165.488175555765,157.235392036229,161.594471357837,163.206247516667,170.294851311978,150.17035507951,187.245137225721,156.860348169867,164.679214271231,7.39883491027183,5.57380058054412,4.86818399777974
,84.5,425.609017366034,453.590284529419,460.433434931001,408.297504940981,517.436687042117,483.431887696205,466.144735934946,496.030560179692,496.233627695223,440.874881747116,493.832299342756,439.847641928473,2.87713500867301,147.393401289467,160.129454749358,156.965534649653,162.65176484878,145.862173984191,189.151850028597,187.232877061829,182.347622518359,210.487026206912,181.165712988478,183.843509582663,187.640181292785,162.113866307614,164.783279946187,169.27948521178,182.024751366367,189.052337868403,174.710420169692,167.807859183575,172.479022516074,157.063653235426,171.516146429121,174.48412150959,202.546350712829,176.469901809296,196.895297964746,124.979092135577,142.069435326281,175.018051842477,198.180975703493,189.112053665362,188.567772313408,167.338998619733,183.292205318502,215.086982797381,179.833865715547,215.507455992464,185.761496838608,187.405503868344,179.56851576578,190.800590999172,198.79848203972,203.401719368774,175.055328361952,217.59929905763,178.579081367851,190.237570591436,7.21589031871281,4.88577351844162,5.0638403830946
,85,547.150518183319,576.36396021546,580.177112958942,531.312040791194,655.529037749072,614.470716108134,600.092084478165,633.389804434683,641.420245179745,584.938936638396,632.166122225299,575.178081043826,2.43601530992339,187.606444082907,199.194016915875,183.224744601589,189.752352915799,165.114210251847,235.947268674139,246.116090250375,214.190197881786,248.833100081246,211.788392937337,227.461428543539,229.639153792298,183.120782719407,188.638989693138,198.56465827427,216.849121620456,223.250324400648,219.800662903634,192.757662818426,204.765564857192,180.961616418398,202.886962470441,201.431015104656,232.737245144344,210.468181292883,236.874285441292,148.942822173116,165.479595016987,204.576732628302,238.425370934724,247.565047005244,226.641781664138,195.878544089792,217.96802300144,274.587080193639,211.022833817924,278.120049949312,223.64746825616,216.236192152678,209.940868041873,230.119324919859,251.376998299027,244.891215368157,208.587043785691,261.785574324949,208.334885616367,227.235901621151,7.0802747312872,4.21500148532687,4.88339931995887
,85.5,640.013817195064,666.616676691373,665.381460503975,624.848666864447,753.298979204284,708.660250149785,699.572326630492,731.999675771112,748.660366753831,700.644967649437,731.34186476883,680.520436489911,2.14392951692827,243.121222975461,248.967021184962,219.752206016239,222.634918840238,191.794957176602,289.674091409334,314.09045746076,252.93936562334,302.207663711721,249.855513076364,279.276495330011,278.319771487164,210.958309782082,222.482303228843,237.371327618223,260.397365498008,262.057389043661,272.04596854021,224.125966133481,245.234926463213,211.579389104071,239.771771122727,234.264094858899,276.010611345434,246.526401699502,285.548111770772,178.188385612625,194.258647142934,237.702228202892,292.660004043912,317.451518837129,269.210479909666,230.68896305108,258.755608566233,342.724432015043,248.121433482756,347.629127559314,266.465769141665,254.364332940592,248.393957691817,278.032410895013,319.742976003255,290.393874577112,248.241389616939,318.468643615406,245.6217919851,276.344567154982,7.22305357556525,4.36271782052552,4.79500018473368
,86,686.995500629243,707.540456966999,700.236073532355,666.165399059445,791.075128395437,746.458298903681,743.949738448859,770.002067005126,795.235834291085,762.472264627711,765.208801382137,732.073062352149,2.07751064846155,307.880726091887,303.46448964158,261.745800708156,263.734852052728,222.850591437056,340.931342971457,383.435976114856,293.386177029677,359.141546237645,294.262514398748,332.537222069132,331.621588876995,253.796427325165,262.688935818652,287.153968920153,310.152726645962,307.577007021119,325.402586080722,264.423650359841,288.260588520182,252.737662043425,284.650791335542,273.802209681116,330.609610944833,284.068607218699,334.338201657514,212.380664548798,231.53768664833,273.795754896215,353.579938738455,388.000172937857,315.411274755485,274.223705872926,303.445059152314,409.737967530557,293.19093086269,416.649133056004,314.857514792817,302.151340267081,295.401102280089,329.503752006251,391.246927774832,336.544197622339,296.196019182341,379.103418267843,293.495415449415,331.603975115096,6.85853016364729,4.57730388094046,4.63531512222801
,86.5,676.815621876767,687.010090114775,670.605540529535,639.115809214778,751.465481007889,714.592340481224,713.20314306669,728.322088099095,762.001982388404,743.681973652042,705.790740123752,700.780130687534,1.9218785830688,368.327721360968,350.553252286968,301.93885930251,307.013803576655,254.791743783843,378.914585400067,442.572480666212,328.366904950082,406.763614799564,339.130918825199,378.051407906071,385.177388767478,309.671487960259,302.499426929425,340.659009528994,359.331929823156,354.431001403422,369.625000350776,308.792993408706,326.205889794598,301.982762802804,334.307940948373,315.60018348985,387.997063758296,319.488701106357,372.8045357825,245.845014225409,278.647482441267,307.230023288788,408.518698444647,443.211639407032,359.916564578047,325.610714367399,343.089437338904,460.578551268271,344.012478595935,470.794403740335,364.790804988543,350.096254313348,343.712531333878,374.379696529664,448.41372376638,374.160518441645,349.40333247638,432.115020104618,351.162515648049,381.113979371789,6.12406235296976,4.86822173582141,4.1678553627861
,87,604.925659972548,604.59430240772,581.325263766725,543.381818893605,638.288040169309,614.691032203112,605.086363903785,609.444609692169,646.419560962167,631.182266172676,564.566277892955,580.4435870969,1.88979633306371,412.181899696262,385.496644295984,341.839390523358,348.324486834267,290.849103549511,400.384053422958,472.695488346514,357.345454700939,437.625750564318,376.423941365074,404.652802298991,425.945640892966,366.249738945755,338.68736866315,388.170222549057,398.628336061124,396.395963353908,397.739558546555,354.306852606698,362.063912780457,356.311049019233,385.060612213594,361.579434450041,448.390544407821,351.878331181844,400.343260125614,276.89598460899,331.761632433721,338.046767428739,454.186741005644,470.562030766861,393.024515011839,376.037954865702,368.045987295883,482.658054480597,388.140234267855,495.696708095476,404.914144316376,390.543317103874,382.383949447405,405.628942460554,486.054388359217,399.601343573643,401.022943015468,474.221997264115,413.360327348394,423.487901208129,5.67305553715573,5.69175675698079,4.05502357732183
,87.5,503.92391054534,498.018702444452,473.910356205841,418.488785701426,501.475629706047,489.984022567479,467.531338206172,464.794911315433,498.058649398357,473.23064580235,403.579000879436,425.087699532654,2.0651620805661,427.491187111662,403.916008656138,376.644972920207,385.946735999808,329.737800888419,406.153491150388,467.575138086283,382.047980026533,445.861216501619,407.727315518174,415.015784284449,450.41200867131,421.821585463963,373.254243055068,429.369752366584,422.846317729001,433.1786464836,409.791723439487,399.583496290189,392.263021181067,410.748210685131,431.875361107953,409.23307790338,502.352458924351,379.702599022916,410.58701801062,304.541697687018,383.002660320616,367.673350133378,482.753602927292,468.615884918159,415.044459995942,424.023728004234,385.189871878487,482.231087704419,427.460577915032,496.628365750369,437.231585614064,426.085461586669,409.009737005787,422.916245169408,501.705767543794,417.402085769089,447.625795925932,499.438403538534,472.905055681019,455.55275884853,5.43603275459213,6.24420277081811,4.35384433981574
,88,409.05113524568,399.535195191776,375.024212368251,303.638603457556,378.318295546016,376.936799079883,342.855308040175,335.146831407772,363.938453108175,326.008814639779,261.748995056462,283.84254052558,1.46729794512049,406.062748076587,397.388395316586,395.790064501471,411.737927510384,363.270224491386,395.473817545313,436.246395975817,394.630356109981,425.181966148205,427.740199333111,412.035641533845,459.149542108806,468.232102572186,398.767987401984,457.176228131897,427.287833190484,457.911899569017,405.787332538234,435.018920779731,404.369615614243,454.146825882009,464.09137790115,444.787026719861,530.775534830592,398.995228022446,395.767039500507,321.447278135852,424.420223782941,388.219684536321,478.894394830753,440.105432203782,426.393104154091,465.921629906478,396.724181912466,464.432280458416,463.001964366635,480.668634670985,462.620709110166,448.971017227271,419.216010335449,421.35605345134,485.267278705843,426.540684040421,483.294437607864,496.083239581502,519.759809414242,462.835911137451,5.35856291785012,6.25039859980552,4.56164199065483
,88.5,317.147388808175,303.997543410768,278.600393968667,204.399732135493,266.397070143478,273.032872769009,232.576432355091,221.935358435991,246.47840564457,200.091470588536,146.468005692198,164.85696711991,0.747105722939068,355.498470945069,370.222645973931,402.780688787691,413.782415422117,389.728173414533,374.504528397025,384.99290193679,392.389185971771,384.827408558004,424.725740256443,393.700437807359,442.935794181236,482.080306605852,411.501148442682,460.147286092351,408.598385647573,458.555439721937,386.315796983027,449.478373253574,401.217093169954,474.481001006053,470.91680716148,459.341314488809,533.220204278139,404.628062690976,365.515035925388,322.434700205339,444.90670937937,395.26976675848,447.807405284457,393.3813701977,418.858578133847,485.693429072378,400.965357652303,430.330293757578,478.995266076698,446.562769779872,468.110360842054,453.66168867595,403.871260877722,398.895478613772,444.20930625268,424.65367280584,495.503268926152,468.833500768223,539.974788436912,445.557442716924,5.31671680621207,6.18684536214221,4.84029751428255
