,Temperature,A4,A5,A6,A7,A8,A9,A10,A11,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6
,74.1,24.2597665326148,18.8065133500137,26.0278404856056,19.8223744921766,21.1543115260849,18.1097225003466,9.9054080869909,23.2988536359403,11.7570958653477,4.38536133705592,8.34245354494006,17.8269329404748,1.34516284721163,12.6055545492288,10.6063762855761,17.178077870949,20.8008586938026,14.4142297850715,11.0693207229735,7.74486993729094,0.0552947278773293,11.1589106334395,17.1899427743839,-7.54366675911001,9.99759943476401,8.85191240363914,1.3883464732847,16.0996953788979,13.8210138187969,26.5863831792785,12.8979854345912,-13.0649954439819,-4.11352801050953,7.15631820205961,12.5595808271589,8.34240687396649,6.55786634477863,2.99846980757422,12.2899812578337,17.2298663745266,12.0821853997927,11.852832054516,15.9188588458871,-29.3101595550621,-9.4656303500625,11.811785334649,8.56120364002133,-8.89853522043325,6.31114423574009,10.8750508159782,8.96798860096984,15.7123904634106,12.3187921837153,24.1848665598811,1.73105423396313,-15.5851629530061,0.611988221306016,-2.98042732088883,-9.10348899921852,5.58071809577181,1.57190602754364,3.13236374114922
,74.4,30.0974778412641,22.1664353352554,30.8520531371839,22.9942473261123,27.0834282637234,24.96191832112,16.1499571772885,28.6247697497892,18.4480900868743,15.1567062378109,18.799315797036,25.0970693255564,9.16533132251971,17.6681354313132,15.8153778987289,22.9388684252736,24.8740203563322,18.8755898363585,19.0800328670502,9.762780999597,8.54163567479058,21.4843192736714,21.934594608057,0.690225985158198,17.8395876040001,15.4821168646254,5.6486532979081,19.513272642775,18.2004217534647,32.214144885924,18.0722555210823,7.34958731949462,4.99642361788801,14.1794986917836,18.7460299489097,14.2520480910196,11.2654346834372,7.6348730917969,17.1621613352878,21.2883519682938,15.381558318723,15.0315786442443,19.5331945486722,-19.5239937810188,-0.542458393697037,20.5802469558692,14.2151768388669,-0.711562095143563,12.2268650743221,16.3119441838921,12.8558698222226,19.7327551758283,17.3276482872965,26.3210520163775,6.05086016428932,-5.36637653283265,7.66478374913277,6.40589032360235,-1.15741105102794,10.1498840347815,6.88434725051385,6.01155812346614
,74.7,34.9122465962951,24.6921089234417,34.7613631667753,26.5492265729919,31.0186312263062,29.8008452921353,21.4887077635408,34.0120850527021,23.25941788277,23.8546660188731,26.4936685446956,29.7374892058675,16.7028504753294,22.5955552991705,18.9564202983125,26.6809079459,28.2347222708696,21.2411120873081,23.4104110252326,11.1705611970942,14.1135935099762,28.572627218388,25.3426518299663,6.01798973639878,23.6695811781525,20.8090950569181,10.4427253285661,21.4751451544616,21.0224123805597,35.0145832597709,21.9458414780214,22.8727529266322,11.3291225868143,18.7036098807101,23.0938633308512,18.2989205118491,15.5380154868213,11.7382907819611,20.4654581510711,24.7564473961237,18.7412237148561,17.2331903918132,22.8098545153887,-10.1537142742656,7.70523354533926,26.3281664478797,17.7719768550814,5.67313588376313,16.2081678808185,20.9376118497429,16.107984718322,22.0409411119895,19.5267689205182,27.3342042642539,9.26729134799208,2.67041644789326,12.3062504754912,12.3588267869216,5.50766002216506,13.0332607170432,11.5017987199794,8.2472576789119
,75,38.7171658029627,26.8196642939341,36.6281345125054,28.9987573703655,34.3563212911804,34.1767096669501,25.3975867347894,39.3701233156673,26.5975259922156,30.4768465279579,30.6037537916194,32.2205999534526,22.0479210288691,25.5646930955841,22.2963906216578,29.1411095882923,30.7621207394235,22.251294416352,26.6883865120087,10.750932013323,18.1603532906538,32.8678059824135,28.2386390466085,10.2213553898713,28.8081947509763,24.9924009141652,14.3849803375853,22.15405440849,22.4211998449164,34.8634898606863,24.7113913345682,33.1584457504183,15.0901609661865,22.0613140360342,27.2247379911721,20.4231430809699,19.1511738371408,14.578421214278,22.8953328223131,25.8286518471808,22.0307732154909,18.4942043524063,24.9597041569731,-3.31798086685012,14.2159519364403,29.7196994145143,21.2217546176799,10.58466681925,19.0802001364093,23.8805742745647,18.8168747426145,24.1022530342661,21.2436751584274,26.3402223614348,10.3160308808827,7.8954399473965,15.2150334962069,16.2869706381972,10.5758568112145,14.9788728501511,16.0756666174668,10.20055043327
,75.3,40.6614644643338,30.0436933353766,37.3448979008267,30.4417594984041,36.6731506806915,36.9171772501892,27.1087228115372,42.3018274082682,29.8398501028968,33.9228032531791,31.7748249367495,33.0560965037362,24.6046286062373,26.7434039642185,25.552893419178,30.8840644592539,30.8465008945351,23.2686018172166,30.4079775437098,11.3494716667673,22.5438793040504,36.0952404486098,30.853640547895,13.3874133291765,32.8934009966758,28.0394358105703,16.2091467643885,22.5336512606873,23.2913701276533,35.181963816144,27.2293676542999,37.9704214572348,18.0484237936774,24.2071101601916,29.123952013227,22.4827513974892,21.2850824468008,16.1115917828147,24.7123755043918,25.7552755989866,22.7654088786287,20.091413182729,26.2788819879413,0.546713228277061,17.7042708301902,31.2800997988436,22.5060491044881,14.2218067438224,20.7563078865835,25.6776362753787,21.8022420125101,25.7256774765276,23.2375350498137,24.5860391423903,10.9466356866373,11.273412281843,17.7857100024967,18.6721280056516,14.6740774459624,16.3810314289257,18.838977800728,11.1674539456294
,75.6,41.4956070400372,32.6912977203729,38.9591405307073,31.7737342203507,37.7969898721987,37.815214715571,28.3008067018977,43.6034529850493,32.2522836744031,35.6802647475596,32.4612285779373,34.1860803383677,26.5496956779106,28.1818473122399,27.6220684439052,31.4581066810242,30.8343399334818,23.5307390295412,32.4976336552055,11.7571824187571,25.2705052955861,37.8115888204151,32.4486324684885,14.9387887929483,34.8148271680903,30.7527227253579,18.6923312706673,22.9136936910053,24.6422854019579,35.5039037222629,28.2820480209275,38.6833580229127,20.6834306310613,25.1518873831962,30.104116576173,23.6777199090261,21.8234611338278,17.7030745638065,26.0673923214978,25.8818449062242,22.8210036406832,21.6846014853585,27.7344298624829,3.56935544303155,19.9170035173574,31.2390282753698,23.1357082090847,16.5139022122677,21.9339978637487,27.113222014605,24.3751762157245,26.3268397203715,25.9486852766698,23.9792562725836,12.622191979882,13.2668057689828,19.4854830695798,18.9855775232098,17.9221818911056,17.2155920324351,19.9597742247211,12.6780237347865
,75.9,42.3706780891939,33.4366926837066,39.8506237066512,32.2691649923191,38.1160326018458,39.2150978504558,29.5014799060584,44.2529783636286,32.7459215596936,36.2124830917895,32.6373772265953,34.8232277711204,28.1446194869735,29.8905321345148,29.1435339895891,30.7587362529065,32.4064461460455,23.4423742225005,33.4515287735292,10.9755261385575,26.9579047532955,38.422409020481,33.175579005456,17.1082552681226,35.7677451044126,32.6719676846024,21.0671210744071,23.7505395200674,26.4857716881282,35.7393223567649,28.4708496307678,37.5781558661934,22.2767341695404,25.9570919029522,31.6272949531202,23.3306170262226,22.508655338433,19.3329514704847,27.3096309968025,25.7278330935012,23.9885222365137,23.2275664165269,28.3496980166439,6.61287918353859,22.0983555646101,30.5813525395956,24.8724964434668,18.3595678490434,23.4014714754352,27.6855879433073,25.5734342417223,26.5523936883343,27.6197136324083,23.2430859431205,13.7025111596794,13.6716085755118,20.3287771928677,18.9276154309018,20.001992491428,17.6766343314955,21.6177679565597,14.7032496063683
,76.2,43.4622356105545,34.6113144308356,39.5911947751292,31.9949414919552,37.9083930790258,40.9869189166744,30.2686623035299,43.636650146338,32.3631378967552,35.7011447956222,32.5356474110138,34.4298396459349,29.1504179034757,30.5839486502451,30.3005503054878,30.9717496535988,32.9532630649794,24.8523903345828,34.9524220656514,12.2536920603,29.0576724443042,38.7717982291279,33.7187266753832,20.700251898971,36.8012646006791,33.3122561456888,21.4878565608681,25.5777142456187,29.0071663090818,37.0100253373861,28.8307143794011,35.8751656567608,23.9556885857002,26.9501944967305,32.6294704310139,23.5823690204397,22.8950403013471,20.3666168142089,28.2483673864603,25.7092992527583,24.4478685306863,24.6752439716778,28.1789021393136,9.38182213711154,23.0471463211887,30.6662950806028,25.9396300931779,19.872864442285,24.4199633534337,28.789074665811,27.1378085701019,27.3693964551126,29.7014154606459,23.5108063072918,14.4733891836629,12.9788519668678,21.672985130225,19.8820616718126,20.3792937966303,17.994018520673,22.9420111967266,16.199365074768
,76.5,43.8527222910282,35.2604407572602,40.8084194125151,31.8342676933022,37.5878930054466,40.2473573338057,31.4322371508465,43.2348592516007,32.3212143383703,35.3024358866624,33.0275128309552,34.245439419582,30.2790980634438,30.7634379319946,30.1847486896842,31.5799031357479,32.4366493909109,25.7299564444821,35.3630500260285,14.910947078205,30.6388969784922,39.4761613992428,34.140757138569,23.4429311695029,37.3690054325342,34.142574476827,23.3850720309223,28.9160474172388,32.9372016687141,39.0014053312963,29.8532395371209,34.7576424296345,26.7580972585648,28.2352616827185,32.4516760665512,24.018918747744,22.9375197675688,22.1185678674929,28.7482876462694,27.1340537188261,24.9553075162383,26.7235194396858,29.2027165050985,13.5463502496196,22.7194478777498,30.3199740386809,25.1441806702062,21.1125483256075,25.1880264460427,31.3161875069735,29.770898946626,29.083004618235,33.0136574694563,26.4901177739165,15.8705147218156,12.3531688381407,22.9889003014597,20.4197905408893,21.0280389310744,18.5957304345137,22.8043556934411,17.3963511526652
,76.8,44.0781115991511,34.1657947137732,41.3989687992677,32.3089044918693,38.0616140284587,39.6046407311691,33.1391949337137,43.0018988998677,32.2838149789643,35.8111031737974,34.0188305504908,34.8888682831322,31.4072862598861,31.631144686956,30.3983634517721,31.7603095882744,33.928019590295,25.9771405790233,35.1511960291189,16.3291407343441,30.9951721485695,39.6111545186998,34.4075026676006,25.0503648079876,37.6317372491705,36.0001811689758,26.559754530331,32.0322023295701,36.6389374090168,41.4314671013058,29.6172787370229,33.9629032674408,28.3494662323087,29.7982745815521,32.2091141608524,23.9049433745803,24.1932843833916,24.5885244133842,30.1688788204395,29.1364898825791,27.4120797480388,28.8776505651367,30.1358061292643,19.3974776994008,23.073365557248,30.634443384043,25.400943564116,22.599769495162,26.5807834897201,34.6074765447916,31.8073280468051,30.8463176952985,35.8270094636202,29.4482852946557,18.02738134846,12.4041897389899,24.124185808163,20.965884298372,22.5300608919144,18.8691330895191,23.793919891689,18.4956426225481
